id_origine,id_destination,nom_origine,nom_destination,cout_usd,distance_km,temps_h,vehicule_depart,vehicule_arrivee,n_transbordements
46,1,Rusizi (OSM),Nyanza,8.092588634927136,149.241654602667,4.558388408097298,camion_lourd,camion_lourd,0
46,2,Rusizi (OSM),Kabarondo (OSM),15.766000519250507,299.1853023627503,8.604024316665864,camion_lourd,camion_lourd,0
46,3,Rusizi (OSM),Gikonko (OSM),7.661171477748371,157.16086148375695,4.224764933170088,camion_lourd,camion_lourd,0
46,4,Rusizi (OSM),Muhororo (OSM),7.581526535948957,155.27121624192716,4.178604802672256,camion_lourd,camion_lourd,0
46,5,Rusizi (OSM),Save (OSM),7.486873812893278,152.91587736728556,4.126685092954949,camion_lourd,camion_lourd,0
46,6,Rusizi (OSM),Rwamagana (OSM),14.53469275258272,295.3424742856271,8.263360918484286,camion_lourd,camion_lourd,0
46,7,Rusizi (OSM),Kayonza (OSM),15.180208819645197,310.91950576121957,8.592375111344792,camion_lourd,camion_lourd,0
46,8,Rusizi (OSM),Musanze - Centre Nord,13.246852460999998,243.34842422476012,7.468507000794263,camion_lourd,camion_lourd,0
46,9,Rusizi (OSM),Nemba (OSM),14.314302729247304,291.58723083554344,8.070606778803244,camion_lourd,camion_lourd,0
46,10,Rusizi (OSM),Katuna (OSM),14.705059712691298,315.9056403680168,8.263038923506446,camion_lourd,camion_lourd,0
46,11,Rusizi (OSM),Karongi (OSM),5.762008796170802,115.27038935966975,3.21193497906556,camion_lourd,camion_lourd,0
46,12,Rusizi (OSM),Huye (Butare) - Centre Sud,7.1233218029492456,145.73043491654764,3.926934390390863,camion_lourd,camion_lourd,0
46,13,Rusizi (OSM),Gatsibo (OSM),16.864050971489966,344.46593150635306,9.536043355214405,camion_lourd,camion_lourd,0
46,14,Rusizi (OSM),Byumba (OSM),13.86732150564012,295.00749018049135,7.815443554726069,camion_lourd,camion_lourd,0
46,15,Rusizi (OSM),Kigali (OSM),12.128218593133585,248.68586622151227,6.834512228599986,camion_lourd,camion_lourd,0
46,16,Rusizi (OSM),Gasabo (OSM),12.510415819562759,256.85041483785545,7.105743597929909,camion_lourd,camion_lourd,0
46,17,Rusizi (OSM),Zone industrielle 17,12.402166526395689,235.92542263973476,7.020170301052259,camion_lourd,camion_lourd,0
46,18,Rusizi (OSM),Zone industrielle 3,12.073303178824709,246.7740877358992,6.850132890932265,camion_lourd,camion_lourd,0
46,19,Rusizi (OSM),Zone industrielle 4,11.922123205596167,245.26284264686535,6.707012063374789,camion_lourd,camion_lourd,0
46,20,Rusizi (OSM),Murindi (OSM),12.479277972635677,256.1995957930704,7.050023492455575,camion_lourd,camion_lourd,0
46,21,Rusizi (OSM),Rilima (OSM),12.272393926966854,244.16303993837923,6.838073562611729,camion_lourd,camion_lourd,0
46,22,Rusizi (OSM),Zone industrielle 18,11.333337529217125,227.32335055779168,6.312966851305893,camion_lourd,camion_lourd,0
46,23,Rusizi (OSM),Zone industrielle 19,11.213941578980522,224.22215704515264,6.250942981053112,camion_lourd,camion_lourd,0
46,24,Rusizi (OSM),Ramiro (OSM),11.42767322788925,229.68515817159536,6.360203003581966,camion_lourd,camion_lourd,0
46,25,Rusizi (OSM),Ngoma (OSM),14.570254434904145,274.9804709028987,7.960715690545248,camion_lourd,camion_lourd,0
46,26,Rusizi (OSM),Kibaya (OSM),15.596465057299765,294.7220154064378,8.553209221032239,camion_lourd,camion_lourd,0
46,27,Rusizi (OSM),Gikoro (OSM),13.986021509370577,282.02263951081494,8.00427206629684,camion_lourd,camion_lourd,0
46,28,Rusizi (OSM),Gahengeri (OSM),13.171052188340461,269.57168212657655,7.4014287908290335,camion_lourd,camion_lourd,0
46,29,Rusizi (OSM),Nzige (OSM),13.963972689474263,278.58607811189995,7.97288708548193,camion_lourd,camion_lourd,0
46,30,Rusizi (OSM),Nyakabuye (OSM),2.3407782720977877,37.10940516699561,1.4218422660998722,camion_lourd,camion_lourd,0
46,31,Rusizi (OSM),Miyove (OSM),14.657454350860107,303.0670827226466,8.493594776507994,camion_lourd,camion_lourd,0
46,32,Rusizi (OSM),Musambira (OSM),10.051543947461138,205.77925230178022,5.7772798104978,camion_lourd,camion_lourd,0
46,33,Rusizi (OSM),Ruhango (OSM),8.888727737065139,167.94865546520364,4.963742768871865,camion_lourd,camion_lourd,0
46,34,Rusizi (OSM),Butamwa (OSM),12.046205391502292,244.96394346967546,6.841631896581927,camion_lourd,camion_lourd,0
46,35,Rusizi (OSM),Gisagara (OSM),7.795096073207469,158.3064192136103,4.31823264342942,camion_lourd,camion_lourd,0
46,36,Rusizi (OSM),Kigali - SEZ Masoro,12.154742608992763,250.31930730910827,6.902483907223422,camion_lourd,camion_lourd,0
46,37,Rusizi (OSM),Ruganda (OSM),13.370312674677992,266.1833555612673,7.645924516973329,camion_lourd,camion_lourd,0
46,38,Rusizi (OSM),Nyacyonga (OSM),11.865302246448397,247.84198702729984,6.703767234515736,camion_lourd,camion_lourd,0
46,39,Rusizi (OSM),Rukoli (OSM),14.227580973495375,252.6159319541739,8.478199644932875,camion_lourd,camion_lourd,0
46,40,Rusizi (OSM),Rubavu - Centre Ouest,10.738372426423304,204.51167455054573,6.29053093788187,camion_lourd,camion_lourd,0
46,41,Rusizi (OSM),Zone industrielle 5,10.726779062840514,205.1926809265476,6.29025454262802,camion_lourd,camion_lourd,0
46,42,Rusizi (OSM),Zone industrielle 10,10.175961856230208,195.549618617251,6.017448926973671,camion_lourd,camion_lourd,0
46,43,Rusizi (OSM),Zone industrielle 8,0.47547930277006595,8.825748811740386,0.2581149944889787,camion_lourd,camion_lourd,0
46,44,Rusizi (OSM),Rusizi - Centre Sud-Ouest,1.2866872796864048,21.267934983832024,0.7328744721541066,camion_lourd,camion_lourd,0
46,45,Rusizi (OSM),Rugaragara (OSM),2.027549145026667,32.99285874350685,1.310728748340257,camion_lourd,camion_lourd,0
46,47,Rusizi (OSM),Rwamagana,15.11342438926508,299.36183967745814,8.890295746767535,camion_lourd,camion_lourd,0
46,48,Rusizi (OSM),Rukara (OSM),16.104973191862168,327.8938069828222,9.059665684212808,camion_lourd,camion_lourd,0
46,49,Rusizi (OSM),Musasa (OSM),12.714851417246528,234.17867753867537,7.4460355779259775,camion_lourd,camion_lourd,0
46,50,Rusizi (OSM),Kigali - Hub Central,11.66301493692401,241.3083829928531,6.598008869165353,camion_lourd,camion_lourd,0
46,51,Rusizi (OSM),Kigali - Marché Kimisagara,11.696671633440072,241.39386360961294,6.60695246270375,camion_lourd,camion_lourd,0
46,52,Rusizi (OSM),Sake (OSM),13.283935101310636,256.21619166640403,7.269538653265714,camion_lourd,camion_lourd,0
46,53,Rusizi (OSM),Nyamagabe (OSM),5.932931105242546,118.27715724163707,3.249914269729259,camion_lourd,camion_lourd,0
46,54,Rusizi (OSM),Nstinda (OSM),14.611308398165411,297.49969487209825,8.309214926458836,camion_lourd,camion_lourd,0
46,55,Rusizi (OSM),Muhazi (OSM),14.870901906220954,304.0969427502062,8.441159884020994,camion_lourd,camion_lourd,0
46,56,Rusizi (OSM),Nyamirama (OSM),15.298774210168999,304.24093619237,8.971549276622092,camion_lourd,camion_lourd,0
46,57,Rusizi (OSM),Ruramira (OSM),15.400010143465359,306.5586601299661,9.046004917570777,camion_lourd,camion_lourd,0
